date,time,latitude,longitude,depth_km,magnitude,type,distance,direction,district,country
1992-03-28,15:17:41,26.582,67.303,10.0,5.0,earthquake,33.0,WSW,Johi,Pakistan
2006-11-07,17:31:40,24.451,64.933,19.5,5.0,earthquake,89.0,SSE,Ormara,Pakistan
2007-04-29,11:33:54,25.316,62.154,28.8,5.0,earthquake,27.0,NW,Gwadar,Pakistan
2007-11-12,13:21:51,36.241,71.226,110.1,5.0,earthquake,,,,Afghanistan-Tajikistan-Pakistan region
1992-09-11,16:01:19,31.678,70.09,35.8,5.0,earthquake,44.0,SW,Kulachi,Pakistan
1993-02-17,21:06:05,33.527,72.508,13.4,5.0,earthquake,26.0,SSE,Sanjwal,Pakistan
2010-12-12,17:08:57,32.344,69.661,53.6,5.0,earthquake,9.0,ENE,Wana,Pakistan
1997-06-01,00:20:18,34.893,73.683,33.0,5.0,earthquake,61.0,NNE,Muzaffarbd,Pakistan
2015-10-27,18:15:05,27.4306,66.0114,10.0,5.0,earthquake,72.0,SW,Khuzdar,Pakistan
2012-12-25,22:36:32,28.464,66.465,35.0,5.0,earthquake,20.0,E,Surab,Pakistan
1985-04-08,02:10:09,24.325,69.929,33.0,5.0,earthquake,38.0,ESE,Diplo,Pakistan
1998-07-13,01:52:16,30.104,67.808,33.0,5.0,earthquake,12.0,W,Harnai,Pakistan
1993-02-18,17:14:43,36.714,74.075,27.6,5.0,earthquake,70.0,NW,Barishal,Pakistan
2005-10-09,09:58:54,34.708,73.066,10.0,5.0,earthquake,5.0,NE,Battagram,Pakistan
1985-05-22,18:57:56,30.886,73.394,33.0,5.0,earthquake,,,,India-Pakistan border region
1985-12-17,11:54:23,24.896,67.395,33.0,5.0,earthquake,,,,Pakistan
2005-10-09,13:34:03,34.702,73.198,10.0,5.0,earthquake,16.0,E,Battagram,Pakistan
2005-10-09,16:21:43,34.658,73.135,10.0,5.0,earthquake,10.0,ESE,Battagram,Pakistan
1986-10-17,00:54:10,27.727,66.65,42.6,5.0,earthquake,10.0,SSE,Khuzdar,Pakistan
1987-03-19,19:32:15,23.664,64.688,10.0,5.0,earthquake,171.0,S,Ormara,Pakistan
1997-07-18,23:59:41,29.591,68.403,33.0,5.0,earthquake,51.0,E,Sibi,Pakistan
1988-09-09,04:45:43,24.521,65.9,10.0,5.0,earthquake,107.0,SW,Gadani,Pakistan
2013-09-24,16:50:37,26.5617,65.2146,10.0,5.0,earthquake,115.0,WNW,Bela,Pakistan
2013-09-24,16:44:26,25.3764,65.9668,10.0,5.0,earthquake,81.0,SW,Uthal,Pakistan
2005-10-19,02:20:06,34.786,72.985,10.0,5.0,earthquake,11.0,N,Shingli Bala,Pakistan
2010-04-01,19:07:30,30.088,69.541,35.0,5.0,earthquake,21.0,N,Barkhan,Pakistan
